latitude,longitude,acq_date,brightness,district
24.483,76.309,2022-03-20,358.4,jhalawar
23.3916,74.6385,2022-03-21,374.5,banswara
26.1991,76.1953,2022-03-22,380.8,sawai-madhopur
25.1134,73.2253,2022-03-22,397.7,sirohi
25.6374,73.2338,2022-03-25,306.7,pali
25.0255,76.6364,2022-03-26,305.5,baran
26.8824,76.2621,2022-03-27,331.1,dausa
26.0388,76.1648,2022-03-29,392.6,sawai-madhopur
24.8239,72.8613,2022-03-29,335.7,sirohi
24.2637,73.5701,2022-04-02,334.9,udaipur
25.3647,74.5881,2022-04-03,328.6,bhilwara
24.5749,76.1066,2022-04-03,328.6,jhalawar
26.6265,77.025,2022-04-03,320.1,karauli
29.6421,74.2789,2022-04-05,361,hanumangarh
23.5922,74.4541,2022-04-06,390.7,banswara
24.0303,73.8389,2022-04-07,316.2,dungarpur
25.0215,76.6161,2022-04-09,379.5,baran
26.818,75.7395,2022-04-09,328.9,jaipur
24.8589,74.7922,2022-04-11,330.4,chittorgarh
24.4129,76.2662,2022-04-12,306.9,jhalawar
25.3587,75.3578,2022-04-14,391.7,bundi
24.0055,73.4307,2022-04-14,306.4,dungarpur
24.1163,74.7665,2022-04-14,327.8,pratapgarh
27.8589,73.175,2022-04-16,310.8,bikaner
28.2678,75.2392,2022-04-16,338.2,jhunjhunu
24.1599,73.8307,2022-04-19,328.6,dungarpur
25.3165,72.4082,2022-04-19,396.3,jalore
24.7792,72.8942,2022-04-20,320.9,sirohi
24.9988,76.3635,2022-04-22,371.2,baran
25.0808,76.39,2022-04-27,300.5,baran
24.9575,73.973,2022-04-30,311.4,rajsamand
27.2769,77.7018,2022-05-01,359.8,bharatpur
23.9516,73.7047,2022-05-01,336.4,dungarpur
25.3393,73.5623,2022-05-01,329.6,rajsamand
24.7129,73.8841,2022-05-02,323.2,rajsamand
26.2073,74.804,2022-05-03,325,ajmer
27.698,76.4198,2022-05-08,301.2,alwar
26.8336,70.8907,2022-05-08,375.7,jaisalmer
26.6929,77.8135,2022-05-09,355.9,dholpur
25.0426,74.5424,2022-05-10,372.3,chittorgarh
29.7389,74.2483,2022-05-13,306.9,hanumangarh
26.0935,76.1677,2022-05-13,369.3,sawai-madhopur
27.1873,77.6627,2022-05-15,305.5,bharatpur
23.7078,73.7312,2022-05-16,309.2,dungarpur
24.5164,73.7231,2022-05-17,363.8,udaipur
23.4661,74.6749,2022-05-19,389.9,banswara
24.161,74.8847,2022-05-21,325.6,pratapgarh
24.8008,72.719,2022-05-21,392.8,sirohi
26.6935,75.8586,2022-05-22,389.9,jaipur
23.8373,74.8191,2022-05-24,358.2,pratapgarh
25.5394,75.8944,2022-05-26,372,bundi
23.8421,74.6042,2022-05-27,397.9,pratapgarh
23.8447,74.7472,2022-05-29,359.7,pratapgarh
25.1088,73.6315,2022-06-03,334.5,rajsamand
26.4266,77.0764,2022-06-05,393.1,karauli
27.3965,77.4006,2022-06-06,369.2,bharatpur
25.9527,76.1991,2022-06-15,305.7,sawai-madhopur
26.0151,75.9138,2022-06-17,353.4,sawai-madhopur
25.0972,76.4956,2022-06-23,324.5,baran
26.6951,76.3281,2022-06-28,394.4,dausa
25.1404,75.7474,2022-07-06,379.5,kota
25.3887,75.379,2022-09-05,318.1,bundi
24.4999,73.6518,2022-09-08,321.4,udaipur
25.0127,73.0862,2022-09-16,321.8,sirohi
24.4556,76.3635,2022-10-15,374.7,jhalawar
25.9289,73.4395,2022-10-15,358.6,pali
24.7851,73.6042,2022-10-26,334.4,udaipur
26.5875,76.8638,2022-10-30,311.1,karauli
24.9256,73.4126,2022-11-08,327,rajsamand
27.7188,73.4407,2022-11-23,351.4,bikaner
26.1994,72.9439,2022-11-26,382.6,jodhpur
23.725,73.6106,2023-01-03,387,dungarpur
24.8836,74.0591,2023-01-08,378.1,rajsamand
28.2532,75.4251,2023-01-09,356.1,jhunjhunu
23.7443,74.7002,2023-01-13,350.3,banswara
26.6165,77.8117,2023-01-15,352.5,dholpur
25.1535,75.7771,2023-01-22,348,kota
27.6683,76.4647,2023-01-24,358.4,alwar
27.449,76.8881,2023-01-30,385.9,alwar
26.0114,71.5346,2023-01-31,363.4,barmer
24.0487,73.8665,2023-02-01,335.7,dungarpur
25.2034,74.7238,2023-02-08,376.9,bhilwara
24.4237,76.2521,2023-02-08,376.9,jhalawar
25.1,75.9853,2023-02-11,346.2,kota
23.8379,73.3389,2023-02-12,366.5,dungarpur
28.6006,74.6646,2023-02-14,322.7,churu
27.4502,77.4183,2023-02-17,398.2,bharatpur
25.115,73.695,2023-02-20,364.3,rajsamand
25.5938,75.3853,2023-02-22,375.1,bundi
27.3734,77.4773,2023-02-23,351.7,bharatpur
27.714,76.3601,2023-02-26,357.4,alwar
24.8136,76.4482,2023-03-01,332.8,baran
24.3886,73.6693,2023-03-02,329.9,udaipur
27.5608,76.5378,2023-03-03,398.5,alwar
26.2969,74.7343,2023-03-04,337,ajmer
23.8154,74.8377,2023-03-04,311.5,pratapgarh
25.1287,73.4296,2023-03-06,351.3,rajsamand
26.0526,76.1956,2023-03-06,365.4,sawai-madhopur
25.5938,75.8173,2023-03-07,392.9,bundi
25.4307,72.6945,2023-03-08,315.7,jalore
29.87,73.8316,2023-03-10,349.2,sri-ganganagar
26.1566,75.9199,2023-03-10,339.7,tonk
26.7414,77.3886,2023-03-13,366.6,karauli
24.6603,74.0876,2023-03-13,384.5,rajsamand
26.3028,74.8245,2023-03-15,395.1,ajmer
23.8269,73.4215,2023-03-17,351.7,dungarpur
24.0816,73.5691,2023-03-17,317.9,dungarpur
25.2449,73.08,2023-03-19,381.7,sirohi
24.5127,76.2247,2023-03-21,352.2,jhalawar
25.2269,76.5878,2023-03-22,390,baran
24.4911,73.6121,2023-03-22,318.1,udaipur
24.0218,73.699,2023-03-25,353.2,dungarpur
27.6669,75.2237,2023-03-25,315.2,sikar
26.1574,75.5072,2023-03-25,329,tonk
23.9886,74.7966,2023-03-27,381.8,pratapgarh
26.0162,73.0649,2023-03-28,301.4,jodhpur
23.8393,73.8303,2023-03-30,349.8,dungarpur
27.1959,77.6588,2023-03-31,355.7,bharatpur
27.0738,75.6694,2023-03-31,323.9,jaipur
27.502,76.8615,2023-04-01,309.7,alwar
26.6114,74.7489,2023-04-04,381.7,ajmer
25.5492,72.8446,2023-04-04,379.9,jalore
29.6838,74.4197,2023-04-05,342.3,hanumangarh
25.4539,73.636,2023-04-07,305.3,rajsamand
26.5445,77.3368,2023-04-08,361.9,karauli
25.2993,75.846,2023-04-09,362.3,bundi
23.8674,73.8353,2023-04-09,329.1,dungarpur
25.0545,76.5119,2023-04-13,391.6,baran
24.1191,73.5624,2023-04-14,388,dungarpur
26.3729,74.8325,2023-04-15,395.6,ajmer
26.3653,76.8592,2023-04-18,370.1,karauli
25.4162,73.5489,2023-04-20,374,rajsamand
25.123,76.5172,2023-04-21,346.5,baran
26.8035,77.208,2023-04-21,349,karauli
26.1714,76.1113,2023-04-21,337.3,sawai-madhopur
24.4663,72.7049,2023-04-21,385.1,sirohi
26.8478,77.7697,2023-04-22,318.8,dholpur
26.0191,76.2976,2023-04-24,343.1,sawai-madhopur
27.7449,76.3071,2023-04-25,386.9,alwar
23.8614,74.5456,2023-04-25,343.6,pratapgarh
26.1634,76.1097,2023-04-25,306.6,sawai-madhopur
26.0232,76.2489,2023-04-25,362.7,sawai-madhopur
25.1118,76.4982,2023-04-26,336.5,baran
24.144,73.9131,2023-04-26,350.4,dungarpur
27.5657,76.2698,2023-04-27,306.3,alwar
23.4842,74.5114,2023-04-28,314.5,banswara
25.6243,75.9699,2023-04-28,367.6,bundi
26.4075,72.9213,2023-04-28,366.9,jodhpur
27.0562,76.2267,2023-04-29,324.2,dausa
25.7704,75.5377,2023-04-30,333,bundi
24.1488,73.696,2023-04-30,352.2,dungarpur
27.7513,74.8991,2023-04-30,378.4,sikar
27.368,77.4731,2023-05-01,373.6,bharatpur
26.3234,73.0686,2023-05-01,398.9,jodhpur
26.9681,75.7025,2023-05-03,301.3,jaipur
26.4904,77.3983,2023-05-04,321.4,karauli
26.1846,75.9595,2023-05-05,306.6,tonk
25.0234,76.4188,2023-05-09,355.5,baran
26.8594,77.9945,2023-05-09,322.7,dholpur
25.1929,73.5265,2023-05-11,346.6,rajsamand
26.3589,74.7571,2023-05-14,375.5,ajmer
23.7924,73.7828,2023-05-17,340.2,dungarpur
24.6183,72.8518,2023-05-19,365.2,sirohi
24.0033,74.5754,2023-05-20,363.6,pratapgarh
25.1313,76.6555,2023-05-21,354,baran
26.1365,75.9237,2023-05-21,309,tonk
26.5084,77.0755,2023-05-23,375,karauli
27.7186,76.658,2023-05-24,362.4,alwar
24.0955,73.6743,2023-05-25,378.8,dungarpur
25.1138,72.9974,2023-05-25,324.3,sirohi
23.4072,74.5818,2023-05-27,328.8,banswara
24.1575,73.8384,2023-05-29,383.1,dungarpur
26.4143,77.0041,2023-06-01,385,karauli
24.9806,72.968,2023-06-01,364.3,sirohi
24.0484,73.6304,2023-06-04,395.1,dungarpur
27.6978,75.196,2023-06-06,327.4,sikar
25.3209,73.3252,2023-06-15,378.6,pali
24.9179,76.4158,2023-06-16,392.3,baran
27.3914,77.74,2023-06-17,391.8,bharatpur
26.933,75.6317,2023-06-17,377.1,jaipur
24.9968,73.0709,2023-06-17,310.3,sirohi
25.8967,71.4364,2023-06-20,323.5,barmer
25.7979,73.4885,2023-08-06,377.1,pali
26.8333,75.6028,2023-08-30,382.4,jaipur
25.9883,76.1102,2023-10-08,316.1,sawai-madhopur
23.9978,74.6545,2023-10-15,306.7,pratapgarh
26.3409,76.3337,2023-10-26,355.8,sawai-madhopur
25.3971,74.7142,2023-11-01,362.2,bhilwara
24.6173,76.2426,2023-11-01,362.2,jhalawar
25.0397,76.6911,2023-11-04,377,baran
28.3013,75.2303,2023-11-07,333.6,churu
26.9833,75.6625,2023-11-22,342.8,jaipur
23.8977,74.8071,2023-11-24,339.5,pratapgarh
25.297,72.7114,2023-11-26,354.7,jalore
27.6362,74.9384,2024-01-17,391.3,sikar
24.3064,73.5469,2024-01-20,325.3,udaipur
25.9146,76.2417,2024-01-25,389.1,sawai-madhopur
24.8601,74.0814,2024-02-04,385.3,rajsamand
25.5792,74.4983,2024-02-10,310.1,bhilwara
24.8687,75.9855,2024-02-10,310.1,jhalawar
26.4412,77.0503,2024-02-12,311.4,karauli
24.122,73.8776,2024-02-13,340,dungarpur
26.6373,75.5393,2024-02-14,369.7,jaipur
25.0127,72.9269,2024-02-15,302.2,sirohi
27.7101,76.3005,2024-02-21,303.1,alwar
24.5712,73.6915,2024-02-21,326.8,udaipur
24.968,74.1736,2024-02-24,372.3,rajsamand
23.6801,74.429,2024-02-26,349.8,banswara
24.334,76.0225,2024-02-27,332.1,jhalawar
26.161,72.9785,2024-02-27,334.9,jodhpur
25.32,75.6178,2024-02-29,343.1,bundi
26.4847,74.5973,2024-03-01,388.1,ajmer
25.0879,74.0536,2024-03-01,355,rajsamand
25.6388,73.1857,2024-03-03,388,pali
24.0202,74.9013,2024-03-03,341.8,pratapgarh
24.7268,72.6976,2024-03-06,372.5,sirohi
25.3486,75.7308,2024-03-08,359.7,kota
26.3483,75.7456,2024-03-09,362.6,tonk
24.878,76.5076,2024-03-10,341.5,baran
26.3534,77.0033,2024-03-10,377.6,karauli
27.5678,76.8092,2024-03-12,380.1,alwar
25.1988,74.8847,2024-03-14,369.3,bhilwara
24.4191,76.413,2024-03-14,369.3,jhalawar
23.8485,74.6914,2024-03-19,384.4,pratapgarh
26.3712,76.9143,2024-03-20,345.2,karauli
26.4298,76.9884,2024-03-21,331.6,karauli
24.915,73.7901,2024-03-24,302.2,rajsamand
28.0868,73.3605,2024-04-01,365.7,bikaner
24.8577,76.4556,2024-04-02,380.9,baran
24.042,74.6135,2024-04-02,368.2,pratapgarh
25.538,72.4397,2024-04-03,308.9,jalore
26.4014,72.982,2024-04-03,393.8,jodhpur
23.9214,73.8928,2024-04-06,308.6,dungarpur
24.8116,74.8166,2024-04-07,329.7,chittorgarh
24.6997,73.463,2024-04-07,371,udaipur
27.6085,76.5288,2024-04-08,390.7,alwar
26.9451,75.735,2024-04-08,384,jaipur
24.019,74.7931,2024-04-08,310.4,pratapgarh
27.6015,75.425,2024-04-08,382.9,sikar
25.0062,73.0084,2024-04-08,359.3,sirohi
26.5667,77.163,2024-04-09,379.5,karauli
27.6995,75.2544,2024-04-12,339.5,sikar
27.7053,76.2046,2024-04-15,354,alwar
24.9351,76.5098,2024-04-16,349.8,baran
24.8571,75.7925,2024-04-17,339.1,jhalawar
26.5926,77.5885,2024-04-18,341,dholpur
27.2111,77.5397,2024-04-19,303.5,bharatpur
24.3898,73.714,2024-04-23,370,udaipur
26.2606,76.2107,2024-04-24,324.2,sawai-madhopur
24.5852,72.6096,2024-04-27,317,sirohi
26.964,75.8044,2024-04-29,357.1,jaipur
25.5174,73.4349,2024-04-29,354.2,pali
24.8701,76.6773,2024-04-30,395.8,baran
23.8793,74.9201,2024-04-30,338.5,pratapgarh
24.7717,73.3965,2024-05-01,342.8,udaipur
29.9411,73.7709,2024-05-02,322,sri-ganganagar
25.2674,75.8949,2024-05-07,352.8,kota
24.0265,73.8312,2024-05-09,335.7,dungarpur
26.6362,74.5465,2024-05-10,366.7,ajmer
26.4034,76.8704,2024-05-11,380.2,karauli
25.0373,73.1074,2024-05-12,324.9,sirohi
24.7885,74.7536,2024-05-13,305.3,chittorgarh
24.4814,76.0309,2024-05-14,308.5,jhalawar
23.8896,74.6001,2024-05-16,358.1,pratapgarh
24.8029,74.4387,2024-05-17,377.5,chittorgarh
24.8619,74.4119,2024-05-20,378.2,chittorgarh
23.8041,74.7921,2024-05-20,308.9,pratapgarh
23.9186,74.6972,2024-05-21,362.4,pratapgarh
24.1125,74.6047,2024-05-21,309.6,pratapgarh
23.7204,73.513,2024-05-22,314.9,dungarpur
23.9628,73.8384,2024-05-25,324.9,dungarpur
26.2945,77.0688,2024-05-25,358.9,karauli
26.1132,73.2323,2024-05-26,302.4,jodhpur
27.2708,77.4948,2024-05-29,339.7,bharatpur
24.875,72.9039,2024-05-29,313,sirohi
24.0703,73.8157,2024-05-30,394.5,dungarpur
23.8278,74.8073,2024-06-06,359.2,pratapgarh
25.1643,74.6095,2024-06-11,321.1,bhilwara
24.3845,76.1378,2024-06-11,321.1,jhalawar
25.0909,73.7656,2024-06-14,346.2,rajsamand
24.9221,73.0825,2024-06-15,333,sirohi
26.1611,77.1308,2024-06-16,393.9,karauli
27.2883,77.6435,2024-06-18,373.6,bharatpur
25.0502,76.4857,2024-06-25,313.7,baran
26.8391,77.9125,2024-06-26,305.7,dholpur
26.9918,75.7524,2024-07-03,391,jaipur
26.8613,70.8257,2024-07-21,306.2,jaisalmer
26.6914,78.0233,2024-08-28,328.7,dholpur
24.7764,73.1056,2024-09-01,332,sirohi
23.8469,74.9951,2024-09-25,340.2,pratapgarh
23.9315,74.8267,2024-10-02,343.8,pratapgarh
23.8788,74.7045,2024-10-06,351.2,pratapgarh
24.3077,76.1483,2024-10-11,359.4,jhalawar
24.0052,73.6315,2024-10-15,317.5,dungarpur
26.9205,77.8741,2024-10-25,386.9,dholpur
25.0737,74.0881,2024-11-26,384.5,rajsamand
23.7036,74.2381,2025-01-03,332.3,banswara
23.3764,74.5002,2025-01-21,392.8,banswara
24.8825,75.9674,2025-01-25,359.8,jhalawar
24.0512,73.7521,2025-01-31,313.3,dungarpur
27.099,76.1125,2025-02-01,315.9,dausa
24.806,72.8109,2025-02-05,301.5,sirohi
24.8103,74.3983,2025-02-06,316.7,chittorgarh
26.0489,76.1238,2025-02-06,336.4,sawai-madhopur
28.061,74.9935,2025-02-09,359,churu
28.1072,74.8051,2025-02-12,344.6,churu
23.9976,73.7033,2025-02-12,319.7,dungarpur
25.3635,75.8268,2025-02-14,317.7,bundi
26.8499,76.4997,2025-02-19,315.4,dausa
27.9227,73.2795,2025-02-22,375.8,bikaner
26.0517,76.1329,2025-02-22,353.3,sawai-madhopur
25.1493,76.2698,2025-02-25,313.3,baran
26.9855,75.8671,2025-02-26,300.4,jaipur
24.6397,72.6715,2025-02-27,306.8,sirohi
26.9143,75.7469,2025-03-01,379.2,jaipur
23.5322,74.7275,2025-03-03,335.3,pratapgarh
24.0848,73.6011,2025-03-04,336.6,dungarpur
25.1209,73.4536,2025-03-04,397.3,rajsamand
24.1888,73.7941,2025-03-06,305.2,dungarpur
25.0766,76.546,2025-03-07,327.9,baran
27.0473,70.9362,2025-03-09,369.8,jaisalmer
24.1475,74.9068,2025-03-11,329.8,pratapgarh
23.4053,74.5618,2025-03-12,355.2,banswara
24.5277,76.1035,2025-03-13,332.7,jhalawar
26.5042,78.0182,2025-03-17,350.2,dholpur
25.4646,75.7105,2025-03-17,396,kota
25.0125,73.9672,2025-03-17,343.4,rajsamand
26.8416,75.7729,2025-03-18,326.5,jaipur
25.8408,76.1607,2025-03-24,354,sawai-madhopur
25.8172,76.1684,2025-03-25,389.5,sawai-madhopur
24.787,73.0945,2025-03-25,363.7,sirohi
25.9537,75.9531,2025-03-25,377.2,tonk
23.9518,74.8228,2025-03-27,340.5,pratapgarh
26.4423,77.1734,2025-03-28,339.3,karauli
26.7015,74.794,2025-03-29,392.9,ajmer
26.0334,76.06,2025-03-29,315.9,sawai-madhopur
23.7396,74.5326,2025-03-30,320.2,banswara
23.8603,74.7504,2025-03-31,380.7,pratapgarh
26.2306,74.5685,2025-04-01,335.6,ajmer
27.8293,76.3469,2025-04-01,349.3,alwar
27.518,76.8191,2025-04-01,373.1,alwar
26.1668,73.0976,2025-04-01,379.6,jodhpur
27.2468,73.747,2025-04-02,382.1,nagaur
25.1095,73.9477,2025-04-02,383.8,rajsamand
24.5901,73.5577,2025-04-03,317,udaipur
24.1295,74.763,2025-04-04,381.1,pratapgarh
25.1577,73.6123,2025-04-05,383.4,rajsamand
25.193,72.993,2025-04-05,393.2,sirohi
27.1316,77.4882,2025-04-06,310.8,bharatpur
24.1336,73.9222,2025-04-07,383.5,dungarpur
27.7093,75.1723,2025-04-07,381.4,sikar
23.8647,74.7723,2025-04-09,387.8,pratapgarh
26.4393,76.9565,2025-04-11,313.2,karauli
27.1313,73.8357,2025-04-11,389.2,nagaur
25.1354,72.9307,2025-04-11,384.4,sirohi
25.5892,74.4325,2025-04-13,331.6,bhilwara
26.9058,76.5937,2025-04-13,399.7,dausa
27.1677,71.0687,2025-04-13,368.7,jaisalmer
24.8787,75.9197,2025-04-13,331.6,jhalawar
24.5145,76.0586,2025-04-16,329.8,jhalawar
24.7132,73.521,2025-04-18,371.3,udaipur
27.1287,70.8802,2025-04-20,341.9,jaisalmer
24.9932,73.0201,2025-04-20,365.4,sirohi
23.8834,74.9837,2025-04-21,304.3,pratapgarh
24.0585,74.718,2025-04-21,377.2,pratapgarh
25.2056,76.3356,2025-04-22,304.3,baran
27.4106,76.8722,2025-04-23,392.2,alwar
26.1125,76.1666,2025-04-23,398.1,sawai-madhopur
23.7851,74.7732,2025-04-25,313.6,pratapgarh
28.0736,74.9251,2025-04-28,362.6,churu
26.6245,70.7505,2025-04-28,366.9,jaisalmer
26.0899,76.1119,2025-04-29,363.8,sawai-madhopur
25.7887,75.4081,2025-05-01,305.1,bundi
25.1363,75.8467,2025-05-01,373.4,kota
26.2156,76.9572,2025-05-04,334.2,karauli
24.5935,72.647,2025-05-05,365.8,sirohi
27.8403,76.5379,2025-05-06,391.2,alwar
27.3441,77.4811,2025-05-07,356.6,bharatpur
24.0741,73.6623,2025-05-07,371.6,dungarpur
24.3724,76.2624,2025-05-07,313.1,jhalawar
26.377,73.0627,2025-05-08,371.1,jodhpur
24.0467,74.8085,2025-05-12,380.4,pratapgarh
25.5722,74.4617,2025-05-14,387.7,bhilwara
24.8618,75.9489,2025-05-14,387.7,jhalawar
24.9563,75.839,2025-05-14,327.7,kota
24.6617,73.9925,2025-05-14,307.3,rajsamand
23.592,74.4299,2025-05-16,363.9,banswara
24.4372,76.1986,2025-05-16,367.5,jhalawar
24.5488,73.4882,2025-05-17,388,udaipur
25.0371,73.7782,2025-05-18,338,rajsamand
24.7298,74.6976,2025-05-19,359.8,chittorgarh
24.188,73.7346,2025-05-19,396.2,udaipur
24.0673,73.799,2025-05-22,332.7,dungarpur
26.984,73.8086,2025-05-24,315.8,nagaur
27.1207,75.8396,2025-05-26,336.9,jaipur
23.8541,74.7775,2025-05-26,315.1,pratapgarh
24.4218,73.6903,2025-05-29,383.4,udaipur
26.8611,70.8944,2025-06-01,373.4,jaisalmer
26.5935,74.5106,2025-06-03,332.3,ajmer
25.0445,76.2424,2025-06-07,390.6,baran
26.169,76.1687,2025-06-10,385.2,sawai-madhopur
23.8604,73.7226,2025-06-14,352.7,dungarpur
25.0572,73.1543,2025-06-28,387.8,sirohi
23.6838,74.6831,2025-06-29,335.5,banswara
23.8861,74.7303,2025-07-16,374,pratapgarh
25.0152,72.9755,2025-09-13,382.4,sirohi
25.4632,75.7518,2025-10-12,368.3,kota
25.1796,74.4961,2025-10-27,333,bhilwara
24.3999,76.0244,2025-10-27,333,jhalawar
25.7024,73.0896,2025-11-09,354.4,pali
26.0859,76.1493,2025-11-30,355.6,sawai-madhopur
